"hs_system","hs_level","hs_code","isic_revision","isic_level","isic_code","source"
"HS Combined","HS6","030542","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030542","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030549","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030549","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030549","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030551","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030551","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030551","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030559","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030559","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030559","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030561","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030561","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030561","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030562","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030562","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030562","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030563","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030563","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030563","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030569","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030569","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030569","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030611","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030611","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030611","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030612","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030612","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030612","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030613","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030613","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030613","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030614","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030614","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030614","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030619","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030619","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030619","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030621","3","L","05","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030621","3","M","050","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030621","3","S","0500","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030622","3","L","05","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030622","3","M","050","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030622","3","S","0500","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030623","3","L","05","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030623","3","M","050","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030623","3","S","0500","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030624","3","L","05","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030624","3","M","050","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030624","3","S","0500","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030629","3","L","05","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030629","3","M","050","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030629","3","S","0500","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030710","3","L","05","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030710","3","M","050","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030710","3","S","0500","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030721","3","L","05","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030721","3","M","050","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030721","3","S","0500","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030729","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030729","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030729","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030731","3","L","05","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030731","3","M","050","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030731","3","S","0500","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030739","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030739","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030739","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030741","3","L","05","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030741","3","M","050","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030741","3","S","0500","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030749","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030749","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030749","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030751","3","L","05","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030751","3","M","050","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030751","3","S","0500","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030759","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030759","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030759","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030760","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030760","3","M","012","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030760","3","S","0122","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030791","3","L","05","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030791","3","M","050","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030791","3","S","0500","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030799","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030799","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","030799","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040110","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040110","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040110","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040120","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040120","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040120","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040130","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040130","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040130","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040210","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040210","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040210","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040221","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040221","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040221","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040229","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040229","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040229","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040291","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040291","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040291","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040299","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040299","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040299","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040310","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040310","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040310","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040390","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040390","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040390","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040410","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040410","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040410","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040490","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040490","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040490","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040500","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040500","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040500","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040510","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040510","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040510","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040520","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040520","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040520","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040590","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040590","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040590","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040610","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040610","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040610","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040620","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040620","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040620","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040630","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040630","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040630","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040640","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040640","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040640","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040690","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040690","3","M","152","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040690","3","S","1520","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040700","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040700","3","M","012","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040700","3","S","0122","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040811","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040811","3","M","154","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040811","3","S","1549","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040819","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040819","3","M","154","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040819","3","S","1549","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040891","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040891","3","M","154","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040891","3","S","1549","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040899","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040899","3","M","154","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040899","3","S","1549","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040900","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040900","3","M","012","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","040900","3","S","0122","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","041000","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","041000","3","M","012","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","041000","3","S","0122","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050100","3","L","93","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050100","3","M","930","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050100","3","S","9302","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050210","3","L","99","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050210","3","M","999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050210","3","S","9999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050290","3","L","99","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050290","3","M","999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050290","3","S","9999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050300","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050300","3","M","012","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050300","3","S","0122","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050400","3","L","99","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050400","3","M","999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050400","3","S","9999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050510","3","L","99","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050510","3","M","999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050510","3","S","9999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050590","3","L","99","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050590","3","M","999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050590","3","S","9999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050610","3","L","99","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050610","3","M","999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050610","3","S","9999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050690","3","L","99","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050690","3","M","999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050690","3","S","9999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050710","3","L","99","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050710","3","M","999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050710","3","S","9999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050790","3","L","99","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050790","3","M","999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050790","3","S","9999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050800","3","L","05","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050800","3","M","050","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050800","3","S","0500","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050900","3","L","05","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050900","3","M","050","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","050900","3","S","0500","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","051000","3","L","99","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","051000","3","M","999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","051000","3","S","9999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","051110","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","051110","3","M","012","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","051110","3","S","0121","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","051191","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","051191","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","051191","3","S","1512","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","051199","3","L","99","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","051199","3","M","999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","051199","3","S","9999","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060110","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060110","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060110","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060120","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060120","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060120","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060210","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060210","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060210","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060220","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060220","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060220","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060230","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060230","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060230","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060240","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060240","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060240","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060290","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060290","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060290","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060291","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060291","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060291","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060299","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060299","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060299","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060310","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060310","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060310","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060390","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060390","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060390","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060410","3","L","02","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060410","3","M","020","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060410","3","S","0200","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060491","3","L","02","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060491","3","M","020","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060491","3","S","0200","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060499","3","L","02","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060499","3","M","020","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","060499","3","S","0200","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070110","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070110","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070110","3","S","0111","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070190","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070190","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070190","3","S","0111","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070200","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070200","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070200","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070310","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070310","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070310","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070320","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070320","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070320","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070390","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070390","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070390","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070410","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070410","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070410","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070420","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070420","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070420","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070490","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070490","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070490","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070511","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070511","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070511","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070519","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070519","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070519","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070521","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070521","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070521","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070529","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070529","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070529","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070610","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070610","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070610","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070690","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070690","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070690","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070700","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070700","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070700","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070810","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070810","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070810","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070820","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070820","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070820","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070890","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070890","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070890","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070910","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070910","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070910","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070920","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070920","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070920","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070930","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070930","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070930","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070940","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070940","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070940","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070951","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070951","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070951","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070952","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070952","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070952","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070959","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070959","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070959","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070960","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070960","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070960","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070970","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070970","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070970","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070990","3","L","01","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070990","3","M","011","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","070990","3","S","0112","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","071010","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","071010","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","071010","3","S","1513","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","071021","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","071021","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","071021","3","S","1513","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","071022","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","071022","3","M","151","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","071022","3","S","1513","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","071029","3","L","15","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","071029","3","M","151","HS_Combined_ISIC_Rev3"
