"hs_system","hs_level","hs_code","isic_revision","isic_level","isic_code","source"
"HS Combined","HS6","610711","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610711","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610711","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610712","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610712","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610712","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610719","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610719","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610719","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610721","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610721","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610721","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610722","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610722","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610722","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610729","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610729","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610729","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610791","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610791","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610791","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610792","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610792","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610792","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610799","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610799","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610799","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610811","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610811","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610811","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610819","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610819","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610819","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610821","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610821","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610821","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610822","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610822","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610822","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610829","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610829","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610829","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610831","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610831","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610831","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610832","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610832","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610832","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610839","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610839","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610839","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610891","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610891","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610891","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610892","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610892","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610892","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610899","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610899","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610899","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610910","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610910","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610910","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610990","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610990","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","610990","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611010","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611010","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611010","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611011","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611011","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611011","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611012","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611012","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611012","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611019","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611019","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611019","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611020","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611020","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611020","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611030","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611030","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611030","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611090","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611090","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611090","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611110","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611110","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611110","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611120","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611120","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611120","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611130","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611130","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611130","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611190","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611190","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611190","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611211","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611211","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611211","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611212","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611212","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611212","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611219","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611219","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611219","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611220","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611220","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611220","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611231","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611231","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611231","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611239","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611239","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611239","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611241","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611241","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611241","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611249","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611249","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611249","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611300","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611300","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611300","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611410","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611410","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611410","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611420","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611420","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611420","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611430","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611430","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611430","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611490","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611490","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611490","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611511","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611511","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611511","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611512","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611512","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611512","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611519","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611519","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611519","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611520","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611520","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611520","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611591","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611591","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611591","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611592","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611592","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611592","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611593","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611593","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611593","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611599","3","L","17","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611599","3","M","173","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611599","3","S","1730","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611610","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611610","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611610","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611691","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611691","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611691","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611692","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611692","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611692","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611693","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611693","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611693","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611699","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611699","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611699","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611710","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611710","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611710","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611720","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611720","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611720","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611780","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611780","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611780","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611790","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611790","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","611790","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620111","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620111","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620111","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620112","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620112","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620112","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620113","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620113","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620113","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620119","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620119","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620119","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620191","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620191","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620191","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620192","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620192","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620192","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620193","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620193","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620193","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620199","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620199","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620199","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620211","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620211","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620211","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620212","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620212","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620212","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620213","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620213","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620213","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620219","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620219","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620219","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620291","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620291","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620291","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620292","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620292","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620292","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620293","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620293","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620293","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620299","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620299","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620299","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620311","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620311","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620311","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620312","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620312","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620312","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620319","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620319","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620319","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620321","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620321","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620321","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620322","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620322","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620322","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620323","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620323","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620323","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620329","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620329","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620329","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620331","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620331","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620331","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620332","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620332","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620332","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620333","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620333","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620333","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620339","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620339","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620339","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620341","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620341","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620341","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620342","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620342","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620342","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620343","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620343","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620343","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620349","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620349","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620349","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620411","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620411","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620411","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620412","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620412","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620412","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620413","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620413","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620413","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620419","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620419","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620419","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620421","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620421","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620421","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620422","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620422","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620422","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620423","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620423","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620423","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620429","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620429","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620429","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620431","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620431","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620431","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620432","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620432","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620432","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620433","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620433","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620433","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620439","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620439","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620439","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620441","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620441","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620441","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620442","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620442","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620442","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620443","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620443","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620443","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620444","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620444","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620444","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620449","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620449","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620449","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620451","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620451","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620451","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620452","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620452","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620452","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620453","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620453","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620453","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620459","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620459","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620459","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620461","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620461","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620461","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620462","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620462","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620462","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620463","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620463","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620463","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620469","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620469","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620469","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620510","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620510","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620510","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620520","3","L","18","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620520","3","M","181","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620520","3","S","1810","HS_Combined_ISIC_Rev3"
"HS Combined","HS6","620530","3","L","18","HS_Combined_ISIC_Rev3"
