"gb_year","gb_level","gb_code","isic_revision","isic_level","isic_code","source"
"2002","M","013","3","M","011","GB_T_4754_2002_ISIC_Rev3"
"2002","M","013","3","S","0113","GB_T_4754_2002_ISIC_Rev3"
"2002","M","014","3","L","01","GB_T_4754_2002_ISIC_Rev3"
"2002","M","014","3","M","011","GB_T_4754_2002_ISIC_Rev3"
"2002","M","014","3","S","0111","GB_T_4754_2002_ISIC_Rev3"
"2002","M","021","3","L","02","GB_T_4754_2002_ISIC_Rev3"
"2002","M","021","3","M","020","GB_T_4754_2002_ISIC_Rev3"
"2002","M","021","3","S","0200","GB_T_4754_2002_ISIC_Rev3"
"2002","M","022","3","L","02","GB_T_4754_2002_ISIC_Rev3"
"2002","M","022","3","M","020","GB_T_4754_2002_ISIC_Rev3"
"2002","M","022","3","S","0200","GB_T_4754_2002_ISIC_Rev3"
"2002","M","023","3","L","02","GB_T_4754_2002_ISIC_Rev3"
"2002","M","023","3","M","020","GB_T_4754_2002_ISIC_Rev3"
"2002","M","023","3","S","0200","GB_T_4754_2002_ISIC_Rev3"
"2002","M","031","3","L","01","GB_T_4754_2002_ISIC_Rev3"
"2002","M","031","3","M","012","GB_T_4754_2002_ISIC_Rev3"
"2002","M","031","3","S","0121","GB_T_4754_2002_ISIC_Rev3"
"2002","M","032","3","L","01","GB_T_4754_2002_ISIC_Rev3"
"2002","M","032","3","M","012","GB_T_4754_2002_ISIC_Rev3"
"2002","M","032","3","S","0122","GB_T_4754_2002_ISIC_Rev3"
"2002","M","033","3","L","01","GB_T_4754_2002_ISIC_Rev3"
"2002","M","033","3","M","012","GB_T_4754_2002_ISIC_Rev3"
"2002","M","033","3","S","0122","GB_T_4754_2002_ISIC_Rev3"
"2002","M","034","3","L","01","GB_T_4754_2002_ISIC_Rev3"
"2002","M","034","3","M","015","GB_T_4754_2002_ISIC_Rev3"
"2002","M","034","3","S","0150","GB_T_4754_2002_ISIC_Rev3"
"2002","M","039","3","L","01","GB_T_4754_2002_ISIC_Rev3"
"2002","M","039","3","L","03","GB_T_4754_2002_ISIC_Rev3"
"2002","M","039","3","M","012","GB_T_4754_2002_ISIC_Rev3"
"2002","M","039","3","M","031","GB_T_4754_2002_ISIC_Rev3"
"2002","M","039","3","S","0122","GB_T_4754_2002_ISIC_Rev3"
"2002","M","039","3","S","0310","GB_T_4754_2002_ISIC_Rev3"
"2002","M","041","3","L","05","GB_T_4754_2002_ISIC_Rev3"
"2002","M","041","3","M","050","GB_T_4754_2002_ISIC_Rev3"
"2002","M","041","3","S","0500","GB_T_4754_2002_ISIC_Rev3"
"2002","M","042","3","L","05","GB_T_4754_2002_ISIC_Rev3"
"2002","M","042","3","M","050","GB_T_4754_2002_ISIC_Rev3"
"2002","M","042","3","S","0500","GB_T_4754_2002_ISIC_Rev3"
"2002","M","051","3","L","01","GB_T_4754_2002_ISIC_Rev3"
"2002","M","051","3","M","014","GB_T_4754_2002_ISIC_Rev3"
"2002","M","051","3","S","0140","GB_T_4754_2002_ISIC_Rev3"
"2002","M","052","3","L","02","GB_T_4754_2002_ISIC_Rev3"
"2002","M","052","3","M","020","GB_T_4754_2002_ISIC_Rev3"
"2002","M","052","3","S","0200","GB_T_4754_2002_ISIC_Rev3"
"2002","M","053","3","L","01","GB_T_4754_2002_ISIC_Rev3"
"2002","M","053","3","L","85","GB_T_4754_2002_ISIC_Rev3"
"2002","M","053","3","M","014","GB_T_4754_2002_ISIC_Rev3"
"2002","M","053","3","M","852","GB_T_4754_2002_ISIC_Rev3"
"2002","M","053","3","S","0140","GB_T_4754_2002_ISIC_Rev3"
"2002","M","053","3","S","8520","GB_T_4754_2002_ISIC_Rev3"
"2002","M","054","3","L","05","GB_T_4754_2002_ISIC_Rev3"
"2002","M","054","3","M","050","GB_T_4754_2002_ISIC_Rev3"
"2002","M","054","3","S","0500","GB_T_4754_2002_ISIC_Rev3"
"2002","M","061","3","L","10","GB_T_4754_2002_ISIC_Rev3"
"2002","M","061","3","M","101","GB_T_4754_2002_ISIC_Rev3"
"2002","M","061","3","S","1010","GB_T_4754_2002_ISIC_Rev3"
"2002","M","062","3","L","10","GB_T_4754_2002_ISIC_Rev3"
"2002","M","062","3","M","102","GB_T_4754_2002_ISIC_Rev3"
"2002","M","062","3","S","1020","GB_T_4754_2002_ISIC_Rev3"
"2002","M","069","3","L","10","GB_T_4754_2002_ISIC_Rev3"
"2002","M","069","3","M","103","GB_T_4754_2002_ISIC_Rev3"
"2002","M","069","3","S","1030","GB_T_4754_2002_ISIC_Rev3"
"2002","M","071","3","L","11","GB_T_4754_2002_ISIC_Rev3"
"2002","M","071","3","M","111","GB_T_4754_2002_ISIC_Rev3"
"2002","M","071","3","S","1110","GB_T_4754_2002_ISIC_Rev3"
"2002","M","079","3","L","11","GB_T_4754_2002_ISIC_Rev3"
"2002","M","079","3","M","112","GB_T_4754_2002_ISIC_Rev3"
"2002","M","079","3","S","1120","GB_T_4754_2002_ISIC_Rev3"
"2002","M","081","3","L","13","GB_T_4754_2002_ISIC_Rev3"
"2002","M","081","3","M","131","GB_T_4754_2002_ISIC_Rev3"
"2002","M","081","3","S","1310","GB_T_4754_2002_ISIC_Rev3"
"2002","M","089","3","L","13","GB_T_4754_2002_ISIC_Rev3"
"2002","M","089","3","M","132","GB_T_4754_2002_ISIC_Rev3"
"2002","M","089","3","S","1320","GB_T_4754_2002_ISIC_Rev3"
"2002","M","091","3","L","13","GB_T_4754_2002_ISIC_Rev3"
"2002","M","091","3","L","14","GB_T_4754_2002_ISIC_Rev3"
"2002","M","091","3","M","132","GB_T_4754_2002_ISIC_Rev3"
"2002","M","091","3","M","142","GB_T_4754_2002_ISIC_Rev3"
"2002","M","091","3","S","1320","GB_T_4754_2002_ISIC_Rev3"
"2002","M","091","3","S","1429","GB_T_4754_2002_ISIC_Rev3"
"2002","M","092","3","L","13","GB_T_4754_2002_ISIC_Rev3"
"2002","M","092","3","M","132","GB_T_4754_2002_ISIC_Rev3"
"2002","M","092","3","S","1320","GB_T_4754_2002_ISIC_Rev3"
"2002","M","093","3","L","12","GB_T_4754_2002_ISIC_Rev3"
"2002","M","093","3","L","13","GB_T_4754_2002_ISIC_Rev3"
"2002","M","093","3","M","120","GB_T_4754_2002_ISIC_Rev3"
"2002","M","093","3","M","132","GB_T_4754_2002_ISIC_Rev3"
"2002","M","093","3","S","1200","GB_T_4754_2002_ISIC_Rev3"
"2002","M","093","3","S","1320","GB_T_4754_2002_ISIC_Rev3"
"2002","M","101","3","L","14","GB_T_4754_2002_ISIC_Rev3"
"2002","M","101","3","M","141","GB_T_4754_2002_ISIC_Rev3"
"2002","M","101","3","S","1410","GB_T_4754_2002_ISIC_Rev3"
"2002","M","102","3","L","14","GB_T_4754_2002_ISIC_Rev3"
"2002","M","102","3","M","142","GB_T_4754_2002_ISIC_Rev3"
"2002","M","102","3","S","1421","GB_T_4754_2002_ISIC_Rev3"
"2002","M","103","3","L","14","GB_T_4754_2002_ISIC_Rev3"
"2002","M","103","3","M","142","GB_T_4754_2002_ISIC_Rev3"
"2002","M","103","3","S","1422","GB_T_4754_2002_ISIC_Rev3"
"2002","M","109","3","L","14","GB_T_4754_2002_ISIC_Rev3"
"2002","M","109","3","M","142","GB_T_4754_2002_ISIC_Rev3"
"2002","M","109","3","S","1429","GB_T_4754_2002_ISIC_Rev3"
"2002","M","110","3","L","14","GB_T_4754_2002_ISIC_Rev3"
"2002","M","110","3","M","142","GB_T_4754_2002_ISIC_Rev3"
"2002","M","110","3","S","1429","GB_T_4754_2002_ISIC_Rev3"
"2002","M","131","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","131","3","M","153","GB_T_4754_2002_ISIC_Rev3"
"2002","M","131","3","S","1531","GB_T_4754_2002_ISIC_Rev3"
"2002","M","132","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","132","3","M","153","GB_T_4754_2002_ISIC_Rev3"
"2002","M","132","3","S","1533","GB_T_4754_2002_ISIC_Rev3"
"2002","M","133","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","133","3","M","151","GB_T_4754_2002_ISIC_Rev3"
"2002","M","133","3","S","1514","GB_T_4754_2002_ISIC_Rev3"
"2002","M","134","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","134","3","M","154","GB_T_4754_2002_ISIC_Rev3"
"2002","M","134","3","S","1542","GB_T_4754_2002_ISIC_Rev3"
"2002","M","135","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","135","3","M","151","GB_T_4754_2002_ISIC_Rev3"
"2002","M","135","3","S","1511","GB_T_4754_2002_ISIC_Rev3"
"2002","M","136","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","136","3","M","151","GB_T_4754_2002_ISIC_Rev3"
"2002","M","136","3","S","1512","GB_T_4754_2002_ISIC_Rev3"
"2002","M","136","3","S","1514","GB_T_4754_2002_ISIC_Rev3"
"2002","M","137","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","137","3","M","151","GB_T_4754_2002_ISIC_Rev3"
"2002","M","137","3","S","1513","GB_T_4754_2002_ISIC_Rev3"
"2002","M","139","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","139","3","M","153","GB_T_4754_2002_ISIC_Rev3"
"2002","M","139","3","M","154","GB_T_4754_2002_ISIC_Rev3"
"2002","M","139","3","S","1532","GB_T_4754_2002_ISIC_Rev3"
"2002","M","139","3","S","1549","GB_T_4754_2002_ISIC_Rev3"
"2002","M","141","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","141","3","M","154","GB_T_4754_2002_ISIC_Rev3"
"2002","M","141","3","S","1541","GB_T_4754_2002_ISIC_Rev3"
"2002","M","142","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","142","3","M","154","GB_T_4754_2002_ISIC_Rev3"
"2002","M","142","3","S","1543","GB_T_4754_2002_ISIC_Rev3"
"2002","M","143","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","143","3","M","154","GB_T_4754_2002_ISIC_Rev3"
"2002","M","143","3","S","1544","GB_T_4754_2002_ISIC_Rev3"
"2002","M","144","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","144","3","M","152","GB_T_4754_2002_ISIC_Rev3"
"2002","M","144","3","S","1520","GB_T_4754_2002_ISIC_Rev3"
"2002","M","145","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","145","3","M","151","GB_T_4754_2002_ISIC_Rev3"
"2002","M","145","3","M","154","GB_T_4754_2002_ISIC_Rev3"
"2002","M","145","3","S","1511","GB_T_4754_2002_ISIC_Rev3"
"2002","M","145","3","S","1512","GB_T_4754_2002_ISIC_Rev3"
"2002","M","145","3","S","1513","GB_T_4754_2002_ISIC_Rev3"
"2002","M","145","3","S","1549","GB_T_4754_2002_ISIC_Rev3"
"2002","M","146","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","146","3","M","151","GB_T_4754_2002_ISIC_Rev3"
"2002","M","146","3","M","154","GB_T_4754_2002_ISIC_Rev3"
"2002","M","146","3","S","1514","GB_T_4754_2002_ISIC_Rev3"
"2002","M","146","3","S","1549","GB_T_4754_2002_ISIC_Rev3"
"2002","M","149","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","149","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","149","3","M","152","GB_T_4754_2002_ISIC_Rev3"
"2002","M","149","3","M","154","GB_T_4754_2002_ISIC_Rev3"
"2002","M","149","3","M","242","GB_T_4754_2002_ISIC_Rev3"
"2002","M","149","3","S","1520","GB_T_4754_2002_ISIC_Rev3"
"2002","M","149","3","S","1549","GB_T_4754_2002_ISIC_Rev3"
"2002","M","149","3","S","2429","GB_T_4754_2002_ISIC_Rev3"
"2002","M","151","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","151","3","M","155","GB_T_4754_2002_ISIC_Rev3"
"2002","M","151","3","S","1551","GB_T_4754_2002_ISIC_Rev3"
"2002","M","152","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","152","3","M","155","GB_T_4754_2002_ISIC_Rev3"
"2002","M","152","3","S","1551","GB_T_4754_2002_ISIC_Rev3"
"2002","M","152","3","S","1552","GB_T_4754_2002_ISIC_Rev3"
"2002","M","152","3","S","1553","GB_T_4754_2002_ISIC_Rev3"
"2002","M","153","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","153","3","M","151","GB_T_4754_2002_ISIC_Rev3"
"2002","M","153","3","M","154","GB_T_4754_2002_ISIC_Rev3"
"2002","M","153","3","M","155","GB_T_4754_2002_ISIC_Rev3"
"2002","M","153","3","S","1513","GB_T_4754_2002_ISIC_Rev3"
"2002","M","153","3","S","1549","GB_T_4754_2002_ISIC_Rev3"
"2002","M","153","3","S","1554","GB_T_4754_2002_ISIC_Rev3"
"2002","M","154","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","154","3","M","154","GB_T_4754_2002_ISIC_Rev3"
"2002","M","154","3","S","1549","GB_T_4754_2002_ISIC_Rev3"
"2002","M","161","3","L","16","GB_T_4754_2002_ISIC_Rev3"
"2002","M","161","3","M","160","GB_T_4754_2002_ISIC_Rev3"
"2002","M","161","3","S","1600","GB_T_4754_2002_ISIC_Rev3"
"2002","M","162","3","L","16","GB_T_4754_2002_ISIC_Rev3"
"2002","M","162","3","M","160","GB_T_4754_2002_ISIC_Rev3"
"2002","M","162","3","S","1600","GB_T_4754_2002_ISIC_Rev3"
"2002","M","169","3","L","16","GB_T_4754_2002_ISIC_Rev3"
"2002","M","169","3","M","160","GB_T_4754_2002_ISIC_Rev3"
"2002","M","169","3","S","1600","GB_T_4754_2002_ISIC_Rev3"
"2002","M","171","3","L","17","GB_T_4754_2002_ISIC_Rev3"
"2002","M","171","3","M","171","GB_T_4754_2002_ISIC_Rev3"
"2002","M","171","3","S","1711","GB_T_4754_2002_ISIC_Rev3"
"2002","M","171","3","S","1712","GB_T_4754_2002_ISIC_Rev3"
"2002","M","172","3","L","17","GB_T_4754_2002_ISIC_Rev3"
"2002","M","172","3","M","171","GB_T_4754_2002_ISIC_Rev3"
"2002","M","172","3","S","1711","GB_T_4754_2002_ISIC_Rev3"
"2002","M","172","3","S","1712","GB_T_4754_2002_ISIC_Rev3"
"2002","M","173","3","L","17","GB_T_4754_2002_ISIC_Rev3"
"2002","M","173","3","M","171","GB_T_4754_2002_ISIC_Rev3"
"2002","M","173","3","S","1711","GB_T_4754_2002_ISIC_Rev3"
"2002","M","174","3","L","17","GB_T_4754_2002_ISIC_Rev3"
"2002","M","174","3","M","171","GB_T_4754_2002_ISIC_Rev3"
"2002","M","174","3","S","1711","GB_T_4754_2002_ISIC_Rev3"
"2002","M","174","3","S","1712","GB_T_4754_2002_ISIC_Rev3"
"2002","M","175","3","L","17","GB_T_4754_2002_ISIC_Rev3"
"2002","M","175","3","L","18","GB_T_4754_2002_ISIC_Rev3"
"2002","M","175","3","M","172","GB_T_4754_2002_ISIC_Rev3"
"2002","M","175","3","M","181","GB_T_4754_2002_ISIC_Rev3"
"2002","M","175","3","S","1721","GB_T_4754_2002_ISIC_Rev3"
"2002","M","175","3","S","1723","GB_T_4754_2002_ISIC_Rev3"
"2002","M","175","3","S","1729","GB_T_4754_2002_ISIC_Rev3"
"2002","M","175","3","S","1810","GB_T_4754_2002_ISIC_Rev3"
"2002","M","176","3","L","17","GB_T_4754_2002_ISIC_Rev3"
"2002","M","176","3","L","18","GB_T_4754_2002_ISIC_Rev3"
"2002","M","176","3","M","173","GB_T_4754_2002_ISIC_Rev3"
"2002","M","176","3","M","181","GB_T_4754_2002_ISIC_Rev3"
"2002","M","176","3","S","1730","GB_T_4754_2002_ISIC_Rev3"
"2002","M","176","3","S","1810","GB_T_4754_2002_ISIC_Rev3"
"2002","M","181","3","L","18","GB_T_4754_2002_ISIC_Rev3"
"2002","M","181","3","M","181","GB_T_4754_2002_ISIC_Rev3"
"2002","M","181","3","S","1810","GB_T_4754_2002_ISIC_Rev3"
"2002","M","182","3","L","19","GB_T_4754_2002_ISIC_Rev3"
"2002","M","182","3","M","192","GB_T_4754_2002_ISIC_Rev3"
"2002","M","182","3","S","1920","GB_T_4754_2002_ISIC_Rev3"
"2002","M","183","3","L","18","GB_T_4754_2002_ISIC_Rev3"
"2002","M","183","3","M","181","GB_T_4754_2002_ISIC_Rev3"
"2002","M","183","3","S","1810","GB_T_4754_2002_ISIC_Rev3"
"2002","M","191","3","L","19","GB_T_4754_2002_ISIC_Rev3"
"2002","M","191","3","M","191","GB_T_4754_2002_ISIC_Rev3"
"2002","M","191","3","S","1911","GB_T_4754_2002_ISIC_Rev3"
"2002","M","192","3","L","18","GB_T_4754_2002_ISIC_Rev3"
"2002","M","192","3","L","19","GB_T_4754_2002_ISIC_Rev3"
"2002","M","192","3","M","181","GB_T_4754_2002_ISIC_Rev3"
"2002","M","192","3","M","191","GB_T_4754_2002_ISIC_Rev3"
"2002","M","192","3","M","192","GB_T_4754_2002_ISIC_Rev3"
"2002","M","192","3","S","1810","GB_T_4754_2002_ISIC_Rev3"
"2002","M","192","3","S","1912","GB_T_4754_2002_ISIC_Rev3"
"2002","M","192","3","S","1920","GB_T_4754_2002_ISIC_Rev3"
"2002","M","193","3","L","18","GB_T_4754_2002_ISIC_Rev3"
"2002","M","193","3","M","181","GB_T_4754_2002_ISIC_Rev3"
"2002","M","193","3","M","182","GB_T_4754_2002_ISIC_Rev3"
"2002","M","193","3","S","1810","GB_T_4754_2002_ISIC_Rev3"
"2002","M","193","3","S","1820","GB_T_4754_2002_ISIC_Rev3"
"2002","M","194","3","L","15","GB_T_4754_2002_ISIC_Rev3"
"2002","M","194","3","L","17","GB_T_4754_2002_ISIC_Rev3"
"2002","M","194","3","M","151","GB_T_4754_2002_ISIC_Rev3"
"2002","M","194","3","M","172","GB_T_4754_2002_ISIC_Rev3"
"2002","M","194","3","S","1511","GB_T_4754_2002_ISIC_Rev3"
"2002","M","194","3","S","1721","GB_T_4754_2002_ISIC_Rev3"
"2002","M","201","3","L","20","GB_T_4754_2002_ISIC_Rev3"
"2002","M","201","3","M","201","GB_T_4754_2002_ISIC_Rev3"
"2002","M","201","3","S","2010","GB_T_4754_2002_ISIC_Rev3"
"2002","M","202","3","L","20","GB_T_4754_2002_ISIC_Rev3"
"2002","M","202","3","M","202","GB_T_4754_2002_ISIC_Rev3"
"2002","M","202","3","S","2021","GB_T_4754_2002_ISIC_Rev3"
"2002","M","203","3","L","20","GB_T_4754_2002_ISIC_Rev3"
"2002","M","203","3","M","202","GB_T_4754_2002_ISIC_Rev3"
"2002","M","203","3","S","2022","GB_T_4754_2002_ISIC_Rev3"
"2002","M","203","3","S","2023","GB_T_4754_2002_ISIC_Rev3"
"2002","M","203","3","S","2029","GB_T_4754_2002_ISIC_Rev3"
"2002","M","204","3","L","20","GB_T_4754_2002_ISIC_Rev3"
"2002","M","204","3","M","202","GB_T_4754_2002_ISIC_Rev3"
"2002","M","204","3","S","2029","GB_T_4754_2002_ISIC_Rev3"
"2002","M","211","3","L","36","GB_T_4754_2002_ISIC_Rev3"
"2002","M","211","3","M","361","GB_T_4754_2002_ISIC_Rev3"
"2002","M","211","3","S","3610","GB_T_4754_2002_ISIC_Rev3"
"2002","M","212","3","L","36","GB_T_4754_2002_ISIC_Rev3"
"2002","M","212","3","M","361","GB_T_4754_2002_ISIC_Rev3"
"2002","M","212","3","S","3610","GB_T_4754_2002_ISIC_Rev3"
"2002","M","213","3","L","36","GB_T_4754_2002_ISIC_Rev3"
"2002","M","213","3","M","361","GB_T_4754_2002_ISIC_Rev3"
"2002","M","213","3","S","3610","GB_T_4754_2002_ISIC_Rev3"
"2002","M","214","3","L","36","GB_T_4754_2002_ISIC_Rev3"
"2002","M","214","3","M","361","GB_T_4754_2002_ISIC_Rev3"
"2002","M","214","3","S","3610","GB_T_4754_2002_ISIC_Rev3"
"2002","M","219","3","L","36","GB_T_4754_2002_ISIC_Rev3"
"2002","M","219","3","M","361","GB_T_4754_2002_ISIC_Rev3"
"2002","M","219","3","S","3610","GB_T_4754_2002_ISIC_Rev3"
"2002","M","221","3","L","21","GB_T_4754_2002_ISIC_Rev3"
"2002","M","221","3","M","210","GB_T_4754_2002_ISIC_Rev3"
"2002","M","221","3","S","2101","GB_T_4754_2002_ISIC_Rev3"
"2002","M","222","3","L","21","GB_T_4754_2002_ISIC_Rev3"
"2002","M","222","3","M","210","GB_T_4754_2002_ISIC_Rev3"
"2002","M","222","3","S","2101","GB_T_4754_2002_ISIC_Rev3"
"2002","M","222","3","S","2102","GB_T_4754_2002_ISIC_Rev3"
"2002","M","223","3","L","21","GB_T_4754_2002_ISIC_Rev3"
"2002","M","223","3","M","210","GB_T_4754_2002_ISIC_Rev3"
"2002","M","223","3","S","2102","GB_T_4754_2002_ISIC_Rev3"
"2002","M","223","3","S","2109","GB_T_4754_2002_ISIC_Rev3"
"2002","M","231","3","L","22","GB_T_4754_2002_ISIC_Rev3"
"2002","M","231","3","M","222","GB_T_4754_2002_ISIC_Rev3"
"2002","M","231","3","S","2221","GB_T_4754_2002_ISIC_Rev3"
"2002","M","232","3","L","22","GB_T_4754_2002_ISIC_Rev3"
"2002","M","232","3","M","222","GB_T_4754_2002_ISIC_Rev3"
"2002","M","232","3","S","2222","GB_T_4754_2002_ISIC_Rev3"
"2002","M","233","3","L","22","GB_T_4754_2002_ISIC_Rev3"
"2002","M","233","3","M","223","GB_T_4754_2002_ISIC_Rev3"
"2002","M","233","3","S","2230","GB_T_4754_2002_ISIC_Rev3"
"2002","M","241","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","241","3","L","25","GB_T_4754_2002_ISIC_Rev3"
"2002","M","241","3","L","28","GB_T_4754_2002_ISIC_Rev3"
"2002","M","241","3","L","36","GB_T_4754_2002_ISIC_Rev3"
"2002","M","241","3","M","242","GB_T_4754_2002_ISIC_Rev3"
"2002","M","241","3","M","252","GB_T_4754_2002_ISIC_Rev3"
"2002","M","241","3","M","289","GB_T_4754_2002_ISIC_Rev3"
"2002","M","241","3","M","369","GB_T_4754_2002_ISIC_Rev3"
"2002","M","241","3","S","2429","GB_T_4754_2002_ISIC_Rev3"
"2002","M","241","3","S","2520","GB_T_4754_2002_ISIC_Rev3"
"2002","M","241","3","S","2899","GB_T_4754_2002_ISIC_Rev3"
"2002","M","241","3","S","3699","GB_T_4754_2002_ISIC_Rev3"
"2002","M","242","3","L","36","GB_T_4754_2002_ISIC_Rev3"
"2002","M","242","3","M","369","GB_T_4754_2002_ISIC_Rev3"
"2002","M","242","3","S","3693","GB_T_4754_2002_ISIC_Rev3"
"2002","M","243","3","L","36","GB_T_4754_2002_ISIC_Rev3"
"2002","M","243","3","M","369","GB_T_4754_2002_ISIC_Rev3"
"2002","M","243","3","S","3692","GB_T_4754_2002_ISIC_Rev3"
"2002","M","244","3","L","36","GB_T_4754_2002_ISIC_Rev3"
"2002","M","244","3","M","369","GB_T_4754_2002_ISIC_Rev3"
"2002","M","244","3","S","3694","GB_T_4754_2002_ISIC_Rev3"
"2002","M","245","3","L","36","GB_T_4754_2002_ISIC_Rev3"
"2002","M","245","3","M","369","GB_T_4754_2002_ISIC_Rev3"
"2002","M","245","3","S","3694","GB_T_4754_2002_ISIC_Rev3"
"2002","M","245","3","S","3699","GB_T_4754_2002_ISIC_Rev3"
"2002","M","251","3","L","23","GB_T_4754_2002_ISIC_Rev3"
"2002","M","251","3","M","232","GB_T_4754_2002_ISIC_Rev3"
"2002","M","251","3","S","2320","GB_T_4754_2002_ISIC_Rev3"
"2002","M","252","3","L","23","GB_T_4754_2002_ISIC_Rev3"
"2002","M","252","3","M","231","GB_T_4754_2002_ISIC_Rev3"
"2002","M","252","3","S","2310","GB_T_4754_2002_ISIC_Rev3"
"2002","M","253","3","L","23","GB_T_4754_2002_ISIC_Rev3"
"2002","M","253","3","M","233","GB_T_4754_2002_ISIC_Rev3"
"2002","M","253","3","S","2330","GB_T_4754_2002_ISIC_Rev3"
"2002","M","261","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","261","3","M","241","GB_T_4754_2002_ISIC_Rev3"
"2002","M","261","3","S","2411","GB_T_4754_2002_ISIC_Rev3"
"2002","M","262","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","262","3","M","241","GB_T_4754_2002_ISIC_Rev3"
"2002","M","262","3","S","2412","GB_T_4754_2002_ISIC_Rev3"
"2002","M","263","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","263","3","M","242","GB_T_4754_2002_ISIC_Rev3"
"2002","M","263","3","S","2421","GB_T_4754_2002_ISIC_Rev3"
"2002","M","264","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","264","3","M","241","GB_T_4754_2002_ISIC_Rev3"
"2002","M","264","3","M","242","GB_T_4754_2002_ISIC_Rev3"
"2002","M","264","3","S","2411","GB_T_4754_2002_ISIC_Rev3"
"2002","M","264","3","S","2422","GB_T_4754_2002_ISIC_Rev3"
"2002","M","265","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","265","3","M","241","GB_T_4754_2002_ISIC_Rev3"
"2002","M","265","3","S","2411","GB_T_4754_2002_ISIC_Rev3"
"2002","M","265","3","S","2413","GB_T_4754_2002_ISIC_Rev3"
"2002","M","266","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","266","3","M","241","GB_T_4754_2002_ISIC_Rev3"
"2002","M","266","3","M","242","GB_T_4754_2002_ISIC_Rev3"
"2002","M","266","3","S","2411","GB_T_4754_2002_ISIC_Rev3"
"2002","M","266","3","S","2429","GB_T_4754_2002_ISIC_Rev3"
"2002","M","267","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","267","3","M","242","GB_T_4754_2002_ISIC_Rev3"
"2002","M","267","3","S","2424","GB_T_4754_2002_ISIC_Rev3"
"2002","M","267","3","S","2429","GB_T_4754_2002_ISIC_Rev3"
"2002","M","271","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","271","3","M","242","GB_T_4754_2002_ISIC_Rev3"
"2002","M","271","3","S","2423","GB_T_4754_2002_ISIC_Rev3"
"2002","M","272","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","272","3","M","242","GB_T_4754_2002_ISIC_Rev3"
"2002","M","272","3","S","2423","GB_T_4754_2002_ISIC_Rev3"
"2002","M","273","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","273","3","M","242","GB_T_4754_2002_ISIC_Rev3"
"2002","M","273","3","S","2423","GB_T_4754_2002_ISIC_Rev3"
"2002","M","274","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","274","3","M","242","GB_T_4754_2002_ISIC_Rev3"
"2002","M","274","3","S","2423","GB_T_4754_2002_ISIC_Rev3"
"2002","M","275","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","275","3","M","242","GB_T_4754_2002_ISIC_Rev3"
"2002","M","275","3","S","2423","GB_T_4754_2002_ISIC_Rev3"
"2002","M","276","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","276","3","M","242","GB_T_4754_2002_ISIC_Rev3"
"2002","M","276","3","S","2423","GB_T_4754_2002_ISIC_Rev3"
"2002","M","277","3","L","24","GB_T_4754_2002_ISIC_Rev3"
"2002","M","277","3","L","36","GB_T_4754_2002_ISIC_Rev3"
"2002","M","277","3","M","242","GB_T_4754_2002_ISIC_Rev3"
"2002","M","277","3","M","369","GB_T_4754_2002_ISIC_Rev3"
"2002","M","277","3","S","2423","GB_T_4754_2002_ISIC_Rev3"
